,product_ndc,generic_name,labeler_name,dea_schedule,brand_name,active_ingredients,finished,packaging,listing_expiration_date,openfda,marketing_category,dosage_form,spl_id,product_type,route,marketing_start_date,product_id,application_number,brand_name_base,pharm_class,marketing_end_date,brand_name_suffix,label_code,prod_code,ndc
115,0115-1561,OXYCODONE HYDROCHLORIDE,Amneal Pharmaceuticals of New York LLC,CII,OXYCODONE HYDROCHLORIDE,"[{'strength': '60 mg/1', 'name': 'OXYCODONE HYDROCHLORIDE'}]",True,"[{'marketing_start_date': '20160222', 'package_ndc': '0115-1561-01', 'description': '100 TABLET, FILM COATED, EXTENDED RELEASE in 1 BOTTLE, PLASTIC (0115-1561-01)', 'sample': False}]",20201231,"{'is_original_packager': [True], 'spl_set_id': ['c2c57ae7-86b9-47bb-a31b-ed1c4327ce7f'], 'upc': ['0301151561014'], 'manufacturer_name': ['Amneal Pharmaceuticals of New York LLC'], 'rxcui': ['1860127', '1860129', '1860137', '1860148', '1860151', '1860154', '1860157'], 'unii': ['C1ENJ2TE6C']}",NDA AUTHORIZED GENERIC,"TABLET, FILM COATED, EXTENDED RELEASE",d87d9cdd-2b50-4f7a-9a9e-049c09ddd787,HUMAN PRESCRIPTION DRUG,ORAL,20160222,0115-1561_d87d9cdd-2b50-4f7a-9a9e-049c09ddd787,NDA022272,OXYCODONE HYDROCHLORIDE,"['Full Opioid Agonists [MoA]', 'Opioid Agonist [EPC]']",,,00115,1561,001151561
116,0115-1562,OXYCODONE HYDROCHLORIDE,Amneal Pharmaceuticals of New York LLC,CII,OXYCODONE HYDROCHLORIDE,"[{'strength': '80 mg/1', 'name': 'OXYCODONE HYDROCHLORIDE'}]",True,"[{'marketing_start_date': '20160222', 'package_ndc': '0115-1562-01', 'description': '100 TABLET, FILM COATED, EXTENDED RELEASE in 1 BOTTLE, PLASTIC (0115-1562-01)', 'sample': False}]",20201231,"{'is_original_packager': [True], 'spl_set_id': ['c2c57ae7-86b9-47bb-a31b-ed1c4327ce7f'], 'upc': ['0301151561014'], 'manufacturer_name': ['Amneal Pharmaceuticals of New York LLC'], 'rxcui': ['1860127', '1860129', '1860137', '1860148', '1860151', '1860154', '1860157'], 'unii': ['C1ENJ2TE6C']}",NDA AUTHORIZED GENERIC,"TABLET, FILM COATED, EXTENDED RELEASE",d87d9cdd-2b50-4f7a-9a9e-049c09ddd787,HUMAN PRESCRIPTION DRUG,ORAL,20160222,0115-1562_d87d9cdd-2b50-4f7a-9a9e-049c09ddd787,NDA022272,OXYCODONE HYDROCHLORIDE,"['Full Opioid Agonists [MoA]', 'Opioid Agonist [EPC]']",,,00115,1562,001151562
117,23635-408,Hydromorphone Hydrochloride,SpecGx LLC,CII,EXALGO,"[{'strength': '8 mg/1', 'name': 'HYDROMORPHONE HYDROCHLORIDE'}]",True,"[{'marketing_end_date': '20201231', 'marketing_start_date': '20100301', 'package_ndc': '23635-408-01', 'description': '100 TABLET, EXTENDED RELEASE in 1 BOTTLE (23635-408-01)', 'sample': False}]",,"{'is_original_packager': [True], 'spl_set_id': ['22e635cb-98c0-e4f9-6a71-62d7487a0a6c'], 'upc': ['0323635408011', '0323635432016', '0323635412018', '0323635416016'], 'manufacturer_name': ['SpecGx LLC'], 'unii': ['L960UP2KRW']}",NDA,"TABLET, EXTENDED RELEASE",0cc967c3-2f93-438b-a25c-0a4bbaf4f313,HUMAN PRESCRIPTION DRUG,ORAL,20100301,23635-408_0cc967c3-2f93-438b-a25c-0a4bbaf4f313,NDA021217,EXALGO,"['Full Opioid Agonists [MoA]', 'Opioid Agonist [EPC]']",20201231,,23635,0408,236350408
118,23635-412,Hydromorphone Hydrochloride,SpecGx LLC,CII,EXALGO,"[{'strength': '12 mg/1', 'name': 'HYDROMORPHONE HYDROCHLORIDE'}]",True,"[{'marketing_end_date': '20210331', 'marketing_start_date': '20100301', 'package_ndc': '23635-412-01', 'description': '100 TABLET, EXTENDED RELEASE in 1 BOTTLE (23635-412-01)', 'sample': False}]",,"{'is_original_packager': [True], 'spl_set_id': ['22e635cb-98c0-e4f9-6a71-62d7487a0a6c'], 'upc': ['0323635408011', '0323635432016', '0323635412018', '0323635416016'], 'manufacturer_name': ['SpecGx LLC'], 'unii': ['L960UP2KRW']}",NDA,"TABLET, EXTENDED RELEASE",0cc967c3-2f93-438b-a25c-0a4bbaf4f313,HUMAN PRESCRIPTION DRUG,ORAL,20100301,23635-412_0cc967c3-2f93-438b-a25c-0a4bbaf4f313,NDA021217,EXALGO,"['Full Opioid Agonists [MoA]', 'Opioid Agonist [EPC]']",20210331,,23635,0412,236350412
119,23635-416,Hydromorphone Hydrochloride,SpecGx LLC,CII,EXALGO,"[{'strength': '16 mg/1', 'name': 'HYDROMORPHONE HYDROCHLORIDE'}]",True,"[{'marketing_end_date': '20210430', 'marketing_start_date': '20100301', 'package_ndc': '23635-416-01', 'description': '100 TABLET, EXTENDED RELEASE in 1 BOTTLE (23635-416-01)', 'sample': False}]",,"{'is_original_packager': [True], 'spl_set_id': ['22e635cb-98c0-e4f9-6a71-62d7487a0a6c'], 'upc': ['0323635408011', '0323635432016', '0323635412018', '0323635416016'], 'manufacturer_name': ['SpecGx LLC'], 'unii': ['L960UP2KRW']}",NDA,"TABLET, EXTENDED RELEASE",0cc967c3-2f93-438b-a25c-0a4bbaf4f313,HUMAN PRESCRIPTION DRUG,ORAL,20100301,23635-416_0cc967c3-2f93-438b-a25c-0a4bbaf4f313,NDA021217,EXALGO,"['Full Opioid Agonists [MoA]', 'Opioid Agonist [EPC]']",20210430,,23635,0416,236350416
120,23635-432,Hydromorphone Hydrochloride,SpecGx LLC,CII,EXALGO,"[{'strength': '32 mg/1', 'name': 'HYDROMORPHONE HYDROCHLORIDE'}]",True,"[{'marketing_end_date': '20210331', 'marketing_start_date': '20100301', 'package_ndc': '23635-432-01', 'description': '100 TABLET, EXTENDED RELEASE in 1 BOTTLE (23635-432-01)', 'sample': False}]",,"{'is_original_packager': [True], 'spl_set_id': ['22e635cb-98c0-e4f9-6a71-62d7487a0a6c'], 'upc': ['0323635408011', '0323635432016', '0323635412018', '0323635416016'], 'manufacturer_name': ['SpecGx LLC'], 'unii': ['L960UP2KRW']}",NDA,"TABLET, EXTENDED RELEASE",0cc967c3-2f93-438b-a25c-0a4bbaf4f313,HUMAN PRESCRIPTION DRUG,ORAL,20100301,23635-432_0cc967c3-2f93-438b-a25c-0a4bbaf4f313,NDA021217,EXALGO,"['Full Opioid Agonists [MoA]', 'Opioid Agonist [EPC]']",20210331,,23635,0432,236350432
121,23635-580,oxycodone hydrochloride,SpecGx LLC,CII,Roxicodone,"[{'strength': '5 mg/1', 'name': 'OXYCODONE HYDROCHLORIDE'}]",True,"[{'marketing_start_date': '20000831', 'package_ndc': '23635-580-10', 'description': '100 TABLET in 1 BOTTLE, PLASTIC (23635-580-10)', 'sample': False}, {'marketing_start_date': '20000831', 'package_ndc': '23635-580-25', 'description': '4 BLISTER PACK in 1 CARTON (23635-580-25)  > 25 TABLET in 1 BLISTER PACK', 'sample': False}]",20211231,"{'is_original_packager': [True], 'spl_set_id': ['5a8157d3-ba20-4abf-b0d4-6ad141b31d63'], 'upc': ['0323635580106', '0323635581103', '0323635582100'], 'manufacturer_name': ['SpecGx LLC'], 'rxcui': ['1049611', '1049613', '1049618', '1049620', '1049621', '1049623'], 'unii': ['C1ENJ2TE6C']}",NDA,TABLET,e315b901-11eb-4a90-8c87-cd5b010f5e2f,HUMAN PRESCRIPTION DRUG,ORAL,20000831,23635-580_e315b901-11eb-4a90-8c87-cd5b010f5e2f,NDA021011,Roxicodone,"['Full Opioid Agonists [MoA]', 'Opioid Agonist [EPC]']",,,23635,0580,236350580
122,23635-581,oxycodone hydrochloride,SpecGx LLC,CII,Roxicodone,"[{'strength': '15 mg/1', 'name': 'OXYCODONE HYDROCHLORIDE'}]",True,"[{'marketing_start_date': '20000831', 'package_ndc': '23635-581-10', 'description': '100 TABLET in 1 BOTTLE, PLASTIC (23635-581-10)', 'sample': False}]",20211231,"{'is_original_packager': [True], 'spl_set_id': ['5a8157d3-ba20-4abf-b0d4-6ad141b31d63'], 'upc': ['0323635580106', '0323635581103', '0323635582100'], 'manufacturer_name': ['SpecGx LLC'], 'rxcui': ['1049611', '1049613', '1049618', '1049620', '1049621', '1049623'], 'unii': ['C1ENJ2TE6C']}",NDA,TABLET,e315b901-11eb-4a90-8c87-cd5b010f5e2f,HUMAN PRESCRIPTION DRUG,ORAL,20000831,23635-581_e315b901-11eb-4a90-8c87-cd5b010f5e2f,NDA021011,Roxicodone,"['Full Opioid Agonists [MoA]', 'Opioid Agonist [EPC]']",,,23635,0581,236350581
123,23635-582,oxycodone hydrochloride,SpecGx LLC,CII,Roxicodone,"[{'strength': '30 mg/1', 'name': 'OXYCODONE HYDROCHLORIDE'}]",True,"[{'marketing_start_date': '20000831', 'package_ndc': '23635-582-10', 'description': '100 TABLET in 1 BOTTLE, PLASTIC (23635-582-10)', 'sample': False}]",20211231,"{'is_original_packager': [True], 'spl_set_id': ['5a8157d3-ba20-4abf-b0d4-6ad141b31d63'], 'upc': ['0323635580106', '0323635581103', '0323635582100'], 'manufacturer_name': ['SpecGx LLC'], 'rxcui': ['1049611', '1049613', '1049618', '1049620', '1049621', '1049623'], 'unii': ['C1ENJ2TE6C']}",NDA,TABLET,e315b901-11eb-4a90-8c87-cd5b010f5e2f,HUMAN PRESCRIPTION DRUG,ORAL,20000831,23635-582_e315b901-11eb-4a90-8c87-cd5b010f5e2f,NDA021011,Roxicodone,"['Full Opioid Agonists [MoA]', 'Opioid Agonist [EPC]']",,,23635,0582,236350582
124,24090-681,oxycodone and acetaminophen,"Akrimax Pharmaceuticals, LLC",CII,Primlev,"[{'strength': '5 mg/1', 'name': 'OXYCODONE HYDROCHLORIDE'}, {'strength': '300 mg/1', 'name': 'ACETAMINOPHEN'}]",True,"[{'marketing_end_date': '20201129', 'marketing_start_date': '20111201', 'package_ndc': '24090-681-88', 'description': '100 TABLET in 1 BOTTLE, PLASTIC (24090-681-88)', 'sample': False}]",,"{'is_original_packager': [True], 'spl_set_id': ['616098ee-42dd-4d10-badb-be628e7763fb'], 'upc': ['0324090681889', '0324090682886', '0324090683883'], 'manufacturer_name': ['Akrimax Pharmaceuticals, LLC'], 'rxcui': ['1014599', '1014615', '1014632', '1537116', '1537120', '1537122'], 'unii': ['362O9ITL9D', 'C1ENJ2TE6C']}",ANDA,TABLET,a3e037f0-fa7c-ba94-e053-2a95a90ab250,HUMAN PRESCRIPTION DRUG,ORAL,20111201,24090-681_a3e037f0-fa7c-ba94-e053-2a95a90ab250,ANDA040608,Primlev,"['Full Opioid Agonists [MoA]', 'Opioid Agonist [EPC]']",20201129,,24090,0681,240900681
125,24090-682,oxycodone and acetaminophen,"Akrimax Pharmaceuticals, LLC",CII,Primlev,"[{'strength': '7.5 mg/1', 'name': 'OXYCODONE HYDROCHLORIDE'}, {'strength': '300 mg/1', 'name': 'ACETAMINOPHEN'}]",True,"[{'marketing_end_date': '20201130', 'marketing_start_date': '20111201', 'package_ndc': '24090-682-88', 'description': '100 TABLET in 1 BOTTLE, PLASTIC (24090-682-88)', 'sample': False}]",,"{'is_original_packager': [True], 'spl_set_id': ['616098ee-42dd-4d10-badb-be628e7763fb'], 'upc': ['0324090681889', '0324090682886', '0324090683883'], 'manufacturer_name': ['Akrimax Pharmaceuticals, LLC'], 'rxcui': ['1014599', '1014615', '1014632', '1537116', '1537120', '1537122'], 'unii': ['362O9ITL9D', 'C1ENJ2TE6C']}",ANDA,TABLET,a3e037f0-fa7c-ba94-e053-2a95a90ab250,HUMAN PRESCRIPTION DRUG,ORAL,20111201,24090-682_a3e037f0-fa7c-ba94-e053-2a95a90ab250,ANDA040608,Primlev,"['Full Opioid Agonists [MoA]', 'Opioid Agonist [EPC]']",20201130,,24090,0682,240900682
126,24090-683,oxycodone and acetaminophen,"Akrimax Pharmaceuticals, LLC",CII,Primlev,"[{'strength': '10 mg/1', 'name': 'OXYCODONE HYDROCHLORIDE'}, {'strength': '300 mg/1', 'name': 'ACETAMINOPHEN'}]",True,"[{'marketing_end_date': '20201201', 'marketing_start_date': '20111201', 'package_ndc': '24090-683-88', 'description': '100 TABLET in 1 BOTTLE, PLASTIC (24090-683-88)', 'sample': False}]",,"{'is_original_packager': [True], 'spl_set_id': ['616098ee-42dd-4d10-badb-be628e7763fb'], 'upc': ['0324090681889', '0324090682886', '0324090683883'], 'manufacturer_name': ['Akrimax Pharmaceuticals, LLC'], 'rxcui': ['1014599', '1014615', '1014632', '1537116', '1537120', '1537122'], 'unii': ['362O9ITL9D', 'C1ENJ2TE6C']}",ANDA,TABLET,a3e037f0-fa7c-ba94-e053-2a95a90ab250,HUMAN PRESCRIPTION DRUG,ORAL,20111201,24090-683_a3e037f0-fa7c-ba94-e053-2a95a90ab250,ANDA040608,Primlev,"['Full Opioid Agonists [MoA]', 'Opioid Agonist [EPC]']",20201201,,24090,0683,240900683
127,24510-130,OXYCODONE,"Collegium Pharmaceutical, Inc.",CII,XTAMPZA ER,"[{'strength': '27 mg/1', 'name': 'OXYCODONE'}]",True,"[{'marketing_start_date': '20160510', 'package_ndc': '24510-130-10', 'description': '100 CAPSULE, EXTENDED RELEASE in 1 BOTTLE, PLASTIC (24510-130-10)', 'sample': False}, {'marketing_start_date': '20160510', 'package_ndc': '24510-130-20', 'description': '20 CAPSULE, EXTENDED RELEASE in 1 BLISTER PACK (24510-130-20)', 'sample': False}]",20211231,"{'is_original_packager': [True], 'spl_set_id': ['b0a5ded2-8ee2-49ca-a86c-2b28ae40f60c'], 'upc': ['0324510120103', '0324510130102', '0324510140101'], 'manufacturer_name': ['Collegium Pharmaceutical, Inc.'], 'rxcui': ['1790527', '1790533', '1791558', '1791560', '1791567', '1791569', '1791574', '1791576', '1791580', '1791582'], 'unii': ['CD35PMG570']}",NDA,"CAPSULE, EXTENDED RELEASE",424fa63c-5bd6-457d-b65e-c40ddfc48d6c,HUMAN PRESCRIPTION DRUG,ORAL,20160510,24510-130_424fa63c-5bd6-457d-b65e-c40ddfc48d6c,NDA208090,XTAMPZA,"['Full Opioid Agonists [MoA]', 'Opioid Agonist [EPC]']",,ER,24510,0130,245100130
128,24510-050,tapentadol hydrochloride,"Collegium Pharmaceutical, Inc.",CII,Nucynta,"[{'strength': '50 mg/1', 'name': 'TAPENTADOL HYDROCHLORIDE'}]",True,"[{'marketing_start_date': '20190401', 'package_ndc': '24510-050-01', 'description': '10 BLISTER PACK in 1 CARTON (24510-050-01)  > 10 TABLET, FILM COATED in 1 BLISTER PACK', 'sample': False}, {'marketing_start_date': '20190401', 'package_ndc': '24510-050-10', 'description': '100 TABLET, FILM COATED in 1 BOTTLE (24510-050-10)', 'sample': False}]",20201231,"{'is_original_packager': [True], 'spl_set_id': ['80938c30-9fe3-4c7d-9d9c-5476638cfb2d'], 'upc': ['0324510050103', '0324510075106', '0324510100105'], 'manufacturer_name': ['Collegium Pharmaceutical, Inc.'], 'rxcui': ['825409', '825411', '825413', '854140', '854142', '854144'], 'unii': ['71204KII53']}",NDA,"TABLET, FILM COATED",7a58ac8a-6afa-48df-8806-dc74882deb7f,HUMAN PRESCRIPTION DRUG,ORAL,20190401,24510-050_7a58ac8a-6afa-48df-8806-dc74882deb7f,NDA022304,Nucynta,"['Opioid Agonist [EPC]', 'Opioid Agonists [MoA]']",,,24510,0050,245100050
129,24510-058,tapentadol hydrochloride,"Collegium Pharmaceutical, Inc.",CII,Nucynta ER,"[{'strength': '50 mg/1', 'name': 'TAPENTADOL HYDROCHLORIDE'}]",True,"[{'marketing_start_date': '20190419', 'package_ndc': '24510-058-01', 'description': '10 BLISTER PACK in 1 CARTON (24510-058-01)  > 10 TABLET, FILM COATED, EXTENDED RELEASE in 1 BLISTER PACK', 'sample': False}, {'marketing_start_date': '20190419', 'package_ndc': '24510-058-60', 'description': '60 TABLET, FILM COATED, EXTENDED RELEASE in 1 BOTTLE (24510-058-60)', 'sample': False}]",20201231,"{'is_original_packager': [True], 'spl_set_id': ['c3d04d70-0155-4147-9ce4-a3b1fad4b373'], 'upc': ['0324510058604', '0324510116601', '0324510174601', '0324510232608', '0324510291605'], 'manufacturer_name': ['Collegium Pharmaceutical, Inc.'], 'rxcui': ['1148797', '1148800', '1148803', '1148807', '1148809', '1149367', '1149370', '1149373', '1149376', '1149378'], 'unii': ['71204KII53']}",NDA,"TABLET, FILM COATED, EXTENDED RELEASE",f044da26-fea6-4a0b-a01a-c577b61f3933,HUMAN PRESCRIPTION DRUG,ORAL,20190419,24510-058_f044da26-fea6-4a0b-a01a-c577b61f3933,NDA200533,Nucynta,"['Opioid Agonist [EPC]', 'Opioid Agonists [MoA]']",,ER,24510,0058,245100058
130,24510-075,tapentadol hydrochloride,"Collegium Pharmaceutical, Inc.",CII,Nucynta,"[{'strength': '75 mg/1', 'name': 'TAPENTADOL HYDROCHLORIDE'}]",True,"[{'marketing_start_date': '20190401', 'package_ndc': '24510-075-01', 'description': '10 BLISTER PACK in 1 CARTON (24510-075-01)  > 10 TABLET, FILM COATED in 1 BLISTER PACK', 'sample': False}, {'marketing_start_date': '20190401', 'package_ndc': '24510-075-10', 'description': '100 TABLET, FILM COATED in 1 BOTTLE (24510-075-10)', 'sample': False}]",20201231,"{'is_original_packager': [True], 'spl_set_id': ['80938c30-9fe3-4c7d-9d9c-5476638cfb2d'], 'upc': ['0324510050103', '0324510075106', '0324510100105'], 'manufacturer_name': ['Collegium Pharmaceutical, Inc.'], 'rxcui': ['825409', '825411', '825413', '854140', '854142', '854144'], 'unii': ['71204KII53']}",NDA,"TABLET, FILM COATED",7a58ac8a-6afa-48df-8806-dc74882deb7f,HUMAN PRESCRIPTION DRUG,ORAL,20190401,24510-075_7a58ac8a-6afa-48df-8806-dc74882deb7f,NDA022304,Nucynta,"['Opioid Agonist [EPC]', 'Opioid Agonists [MoA]']",,,24510,0075,245100075
131,24510-100,tapentadol hydrochloride,"Collegium Pharmaceutical, Inc.",CII,Nucynta,"[{'strength': '100 mg/1', 'name': 'TAPENTADOL HYDROCHLORIDE'}]",True,"[{'marketing_start_date': '20190401', 'package_ndc': '24510-100-01', 'description': '10 BLISTER PACK in 1 CARTON (24510-100-01)  > 10 TABLET, FILM COATED in 1 BLISTER PACK', 'sample': False}, {'marketing_start_date': '20190401', 'package_ndc': '24510-100-10', 'description': '100 TABLET, FILM COATED in 1 BOTTLE (24510-100-10)', 'sample': False}]",20201231,"{'is_original_packager': [True], 'spl_set_id': ['80938c30-9fe3-4c7d-9d9c-5476638cfb2d'], 'upc': ['0324510050103', '0324510075106', '0324510100105'], 'manufacturer_name': ['Collegium Pharmaceutical, Inc.'], 'rxcui': ['825409', '825411', '825413', '854140', '854142', '854144'], 'unii': ['71204KII53']}",NDA,"TABLET, FILM COATED",7a58ac8a-6afa-48df-8806-dc74882deb7f,HUMAN PRESCRIPTION DRUG,ORAL,20190401,24510-100_7a58ac8a-6afa-48df-8806-dc74882deb7f,NDA022304,Nucynta,"['Opioid Agonist [EPC]', 'Opioid Agonists [MoA]']",,,24510,0100,245100100
132,24510-110,OXYCODONE,"Collegium Pharmaceutical, Inc.",CII,XTAMPZA ER,"[{'strength': '9 mg/1', 'name': 'OXYCODONE'}]",True,"[{'marketing_start_date': '20160510', 'package_ndc': '24510-110-10', 'description': '100 CAPSULE, EXTENDED RELEASE in 1 BOTTLE, PLASTIC (24510-110-10)', 'sample': False}, {'marketing_start_date': '20160510', 'package_ndc': '24510-110-20', 'description': '20 CAPSULE, EXTENDED RELEASE in 1 BLISTER PACK (24510-110-20)', 'sample': False}]",20211231,"{'is_original_packager': [True], 'spl_set_id': ['b0a5ded2-8ee2-49ca-a86c-2b28ae40f60c'], 'upc': ['0324510120103', '0324510130102', '0324510140101'], 'manufacturer_name': ['Collegium Pharmaceutical, Inc.'], 'rxcui': ['1790527', '1790533', '1791558', '1791560', '1791567', '1791569', '1791574', '1791576', '1791580', '1791582'], 'unii': ['CD35PMG570']}",NDA,"CAPSULE, EXTENDED RELEASE",424fa63c-5bd6-457d-b65e-c40ddfc48d6c,HUMAN PRESCRIPTION DRUG,ORAL,20160510,24510-110_424fa63c-5bd6-457d-b65e-c40ddfc48d6c,NDA208090,XTAMPZA,"['Full Opioid Agonists [MoA]', 'Opioid Agonist [EPC]']",,ER,24510,0110,245100110
133,24510-115,OXYCODONE,"Collegium Pharmaceutical, Inc.",CII,XTAMPZA ER,"[{'strength': '13.5 mg/1', 'name': 'OXYCODONE'}]",True,"[{'marketing_start_date': '20160510', 'package_ndc': '24510-115-10', 'description': '100 CAPSULE, EXTENDED RELEASE in 1 BOTTLE, PLASTIC (24510-115-10)', 'sample': False}, {'marketing_start_date': '20160510', 'package_ndc': '24510-115-20', 'description': '20 CAPSULE, EXTENDED RELEASE in 1 BLISTER PACK (24510-115-20)', 'sample': False}]",20211231,"{'is_original_packager': [True], 'spl_set_id': ['b0a5ded2-8ee2-49ca-a86c-2b28ae40f60c'], 'upc': ['0324510120103', '0324510130102', '0324510140101'], 'manufacturer_name': ['Collegium Pharmaceutical, Inc.'], 'rxcui': ['1790527', '1790533', '1791558', '1791560', '1791567', '1791569', '1791574', '1791576', '1791580', '1791582'], 'unii': ['CD35PMG570']}",NDA,"CAPSULE, EXTENDED RELEASE",424fa63c-5bd6-457d-b65e-c40ddfc48d6c,HUMAN PRESCRIPTION DRUG,ORAL,20160510,24510-115_424fa63c-5bd6-457d-b65e-c40ddfc48d6c,NDA208090,XTAMPZA,"['Full Opioid Agonists [MoA]', 'Opioid Agonist [EPC]']",,ER,24510,0115,245100115
134,24510-116,tapentadol hydrochloride,"Collegium Pharmaceutical, Inc.",CII,Nucynta ER,"[{'strength': '100 mg/1', 'name': 'TAPENTADOL HYDROCHLORIDE'}]",True,"[{'marketing_start_date': '20190419', 'package_ndc': '24510-116-01', 'description': '10 BLISTER PACK in 1 CARTON (24510-116-01)  > 10 TABLET, FILM COATED, EXTENDED RELEASE in 1 BLISTER PACK', 'sample': False}, {'marketing_start_date': '20190419', 'package_ndc': '24510-116-60', 'description': '60 TABLET, FILM COATED, EXTENDED RELEASE in 1 BOTTLE (24510-116-60)', 'sample': False}]",20201231,"{'is_original_packager': [True], 'spl_set_id': ['c3d04d70-0155-4147-9ce4-a3b1fad4b373'], 'upc': ['0324510058604', '0324510116601', '0324510174601', '0324510232608', '0324510291605'], 'manufacturer_name': ['Collegium Pharmaceutical, Inc.'], 'rxcui': ['1148797', '1148800', '1148803', '1148807', '1148809', '1149367', '1149370', '1149373', '1149376', '1149378'], 'unii': ['71204KII53']}",NDA,"TABLET, FILM COATED, EXTENDED RELEASE",f044da26-fea6-4a0b-a01a-c577b61f3933,HUMAN PRESCRIPTION DRUG,ORAL,20190419,24510-116_f044da26-fea6-4a0b-a01a-c577b61f3933,NDA200533,Nucynta,"['Opioid Agonist [EPC]', 'Opioid Agonists [MoA]']",,ER,24510,0116,245100116
135,24510-120,OXYCODONE,"Collegium Pharmaceutical, Inc.",CII,XTAMPZA ER,"[{'strength': '18 mg/1', 'name': 'OXYCODONE'}]",True,"[{'marketing_start_date': '20160510', 'package_ndc': '24510-120-10', 'description': '100 CAPSULE, EXTENDED RELEASE in 1 BOTTLE, PLASTIC (24510-120-10)', 'sample': False}, {'marketing_start_date': '20160510', 'package_ndc': '24510-120-20', 'description': '20 CAPSULE, EXTENDED RELEASE in 1 BLISTER PACK (24510-120-20)', 'sample': False}]",20211231,"{'is_original_packager': [True], 'spl_set_id': ['b0a5ded2-8ee2-49ca-a86c-2b28ae40f60c'], 'upc': ['0324510120103', '0324510130102', '0324510140101'], 'manufacturer_name': ['Collegium Pharmaceutical, Inc.'], 'rxcui': ['1790527', '1790533', '1791558', '1791560', '1791567', '1791569', '1791574', '1791576', '1791580', '1791582'], 'unii': ['CD35PMG570']}",NDA,"CAPSULE, EXTENDED RELEASE",424fa63c-5bd6-457d-b65e-c40ddfc48d6c,HUMAN PRESCRIPTION DRUG,ORAL,20160510,24510-120_424fa63c-5bd6-457d-b65e-c40ddfc48d6c,NDA208090,XTAMPZA,"['Full Opioid Agonists [MoA]', 'Opioid Agonist [EPC]']",,ER,24510,0120,245100120
136,24510-140,OXYCODONE,"Collegium Pharmaceutical, Inc.",CII,XTAMPZA ER,"[{'strength': '36 mg/1', 'name': 'OXYCODONE'}]",True,"[{'marketing_start_date': '20160510', 'package_ndc': '24510-140-10', 'description': '100 CAPSULE, EXTENDED RELEASE in 1 BOTTLE, PLASTIC (24510-140-10)', 'sample': False}, {'marketing_start_date': '20160510', 'package_ndc': '24510-140-20', 'description': '20 CAPSULE, EXTENDED RELEASE in 1 BLISTER PACK (24510-140-20)', 'sample': False}]",20211231,"{'is_original_packager': [True], 'spl_set_id': ['b0a5ded2-8ee2-49ca-a86c-2b28ae40f60c'], 'upc': ['0324510120103', '0324510130102', '0324510140101'], 'manufacturer_name': ['Collegium Pharmaceutical, Inc.'], 'rxcui': ['1790527', '1790533', '1791558', '1791560', '1791567', '1791569', '1791574', '1791576', '1791580', '1791582'], 'unii': ['CD35PMG570']}",NDA,"CAPSULE, EXTENDED RELEASE",424fa63c-5bd6-457d-b65e-c40ddfc48d6c,HUMAN PRESCRIPTION DRUG,ORAL,20160510,24510-140_424fa63c-5bd6-457d-b65e-c40ddfc48d6c,NDA208090,XTAMPZA,"['Full Opioid Agonists [MoA]', 'Opioid Agonist [EPC]']",,ER,24510,0140,245100140
137,24510-174,tapentadol hydrochloride,"Collegium Pharmaceutical, Inc.",CII,Nucynta ER,"[{'strength': '150 mg/1', 'name': 'TAPENTADOL HYDROCHLORIDE'}]",True,"[{'marketing_start_date': '20190419', 'package_ndc': '24510-174-01', 'description': '10 BLISTER PACK in 1 CARTON (24510-174-01)  > 10 TABLET, FILM COATED, EXTENDED RELEASE in 1 BLISTER PACK', 'sample': False}, {'marketing_start_date': '20190419', 'package_ndc': '24510-174-60', 'description': '60 TABLET, FILM COATED, EXTENDED RELEASE in 1 BOTTLE (24510-174-60)', 'sample': False}]",20201231,"{'is_original_packager': [True], 'spl_set_id': ['c3d04d70-0155-4147-9ce4-a3b1fad4b373'], 'upc': ['0324510058604', '0324510116601', '0324510174601', '0324510232608', '0324510291605'], 'manufacturer_name': ['Collegium Pharmaceutical, Inc.'], 'rxcui': ['1148797', '1148800', '1148803', '1148807', '1148809', '1149367', '1149370', '1149373', '1149376', '1149378'], 'unii': ['71204KII53']}",NDA,"TABLET, FILM COATED, EXTENDED RELEASE",f044da26-fea6-4a0b-a01a-c577b61f3933,HUMAN PRESCRIPTION DRUG,ORAL,20190419,24510-174_f044da26-fea6-4a0b-a01a-c577b61f3933,NDA200533,Nucynta,"['Opioid Agonist [EPC]', 'Opioid Agonists [MoA]']",,ER,24510,0174,245100174
